cas_type,cas_gender,cas_age,cas_pos_in_veh,fatality,seat_belt,unit_type,lic_type,n_occupants,stat_area,total_units,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
Driver,Female,33,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Male,57,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
Driver,Male,33,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,80,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Female,21,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Pedestrian,Female,7,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,18,Driver,NotFatal,Worn,Small,Provisional 1 ,2,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Passenger,Male,14,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Pedestrian,Male,15,NotApplicable,NotFatal,NotWorn,Small,NoLicence,1,2 Metropolitan,3,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
Pedestrian,Male,12,NotApplicable,NotFatal,NotWorn,Small,NoLicence,1,2 Metropolitan,3,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
Driver,Male,68,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Rider,Female,39.88915925,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Rider,Male,73,NotApplicable,Fatal,NotWorn,MCycling,NoLicence,1,3 Country,2,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Female,59,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Male,23,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Side Swipe,No Control
Rider,Male,39,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,70,Divided Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,No Control
Rider,Male,29,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,1,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Female,23,Driver,NotFatal,Worn,Small,Unknown,1,3 Country,2,off-peak,110,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,44,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
Driver,Male,41,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Pedestrian,Male,88,NotApplicable,NotFatal,NotWorn,Wheelchair,NoLicence,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
Driver,Female,17,Driver,NotFatal,Worn,Small,Provisional 2,2,2 Metropolitan,2,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
Passenger,Female,17,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Male,29,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,36,Driver,NotFatal,Worn,Small,Provisional 2,3,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Passenger,Female,36,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Female,56,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,peak,60,Divided Road,Straight road,Level,Wet,Raining,Daylight,Rear End,No Control
Pedestrian,Male,29,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,1 City,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
Pedestrian,Female,55,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,60,Divided Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Passenger,Female,22,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Wet,Raining,Night,Right Angle,Traffic Signals
Driver,Male,58,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Wet,Raining,Daylight,Rear End,Roundabout
Driver,Female,27,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,peak,80,Cross Road,Straight road,Level,Unknown,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,41,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,5,off-peak,80,Divided Road,Straight road,Level,Wet,Raining,Night,Rear End,No Control
Driver,Male,55,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Wet,Not Raining,Daylight,Rear End,No Control
Driver,Male,36,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Female,67,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Female,27,Driver,NotFatal,Worn,Small,Provisional 2,1,3 Country,2,peak,60,Cross Road,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Rear End,Roundabout
Pedestrian,Female,61,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
Driver,Female,48,Driver,NotFatal,Worn,Medium,Full,3,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Passenger,Female,8,Rear Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,3,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Passenger,Female,12,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,3,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Rider,Male,38,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,1,peak,50,Not Divided,Straight road,Level,Wet,Not Raining,Daylight,Roll Over,No Control
Rider,Male,51,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,1,off-peak,60,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Female,67,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Daylight,Rear End,Traffic Signals
Driver,Female,56,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,3,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Passenger,Female,22,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,3,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,58,Driver,NotFatal,Worn,Small,Unlicenced,1,3 Country,2,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Female,24,Driver,NotFatal,Worn,Medium,Full,1,3 Country,2,peak,110,T-Junction,"CURVED, VIEW OPEN",Level,Wet,Not Raining,Daylight,Roll Over,No Control
Driver,Male,18,Driver,NotFatal,Worn,Medium,Provisional 2,1,3 Country,2,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Level,Wet,Raining,Daylight,Hit Fixed Object,No Control
Rider,Male,27,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,3 Country,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
Pedestrian,Male,24,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,60,Pedestrian Crossing,Straight road,Slope,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
Driver,Male,58,Driver,NotFatal,Worn,Medium,Unknown,2,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,49,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,54,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Rider,Male,24,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
Passenger,Female,66,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Female,52,Driver,NotFatal,Worn,Medium,Full,2,2 Metropolitan,3,off-peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Female,69,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,2,2 Metropolitan,3,off-peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Male,34,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,48,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,31,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,40,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,39.88915925,Driver,NotFatal,Worn,Medium,Provisional 2,1,2 Metropolitan,3,off-peak,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Give Way Sign
Driver,Male,44,Driver,Fatal,NotWorn,Utility,Provisional 2,1,3 Country,1,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Pedestrian,Male,73,NotApplicable,NotFatal,NotWorn,Wheelchair,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
Pedestrian,Female,80,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,1 City,2,off-peak,50,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
Driver,Male,29,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,29,Driver,NotFatal,Worn,Small,Full,1,3 Country,4,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Passenger,Female,47,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,4,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Traffic Signals
Driver,Male,25,Driver,NotFatal,Unknown,Small,Provisional 1 ,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
Driver,Male,26,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Night,Head On,No Control
Driver,Male,35,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Night,Head On,No Control
Driver,Female,52,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,1,off-peak,110,Divided Road,Straight road,Level,Wet,Raining,Night,Roll Over,No Control
Driver,Female,24,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Female,58,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Pedestrian,Male,38,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Rider,Male,60,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Female,46,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,38,Driver,NotFatal,Worn,Small,Provisional 2,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Hit Fixed Object,Traffic Signals
Driver,Male,20,Driver,NotFatal,Worn,Utility,Provisional 2,1,3 Country,2,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Animal,No Control
Driver,Male,66,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Pedestrian,Male,52,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,peak,60,T-Junction,Unknown,Unknown,Unknown,Unknown,Daylight,Hit Pedestrian,No Control
Driver,Female,83,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Male,19,Driver,NotFatal,Worn,Medium,Unknown,2,3 Country,1,off-peak,60,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
Passenger,Male,18,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,2,3 Country,1,off-peak,60,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
Rider,Female,60,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,72,Driver,NotFatal,Worn,Utility,Unknown,2,3 Country,1,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
Rider,Male,58,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,1,peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Passenger,Female,78,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,4,2 Metropolitan,3,peak,60,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,31,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Female,27,Driver,NotFatal,Worn,Small,Unlicenced,1,2 Metropolitan,2,peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Male,17,Driver,NotFatal,Worn,Small,Provisional 2,1,3 Country,2,peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,35,Driver,NotFatal,Worn,Medium,Full,1,3 Country,2,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Male,17,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Female,44,Driver,NotFatal,Worn,Medium,Full,2,2 Metropolitan,3,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Rider,Male,13,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,1,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Rider,Male,62,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
Driver,Male,52,Driver,NotFatal,Worn,Large,Full,1,2 Metropolitan,2,off-peak,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,39,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Female,63,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,70,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Female,39.88915925,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,5,3 Country,1,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Crest of Hill,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
Driver,Male,43,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,64,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,Cross Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Passenger,Male,75,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,Cross Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Female,37,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
Passenger,Female,27,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
Rider,Male,57,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,1,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Male,51,Driver,NotFatal,Worn,Utility,Full,1,1 City,4,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Driver,Female,53,Driver,NotFatal,Worn,Small,Full,1,1 City,4,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Driver,Female,57,Driver,NotFatal,Worn,Medium,Full,1,1 City,4,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Rider,Female,59,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
Driver,Female,21,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,39.88915925,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,40,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Female,88,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Male,27,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Female,31,Driver,NotFatal,Worn,Small,Full,1,1 City,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,36,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,48,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,83,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,57,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,41,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Female,49,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,60,Cross Road,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Right Angle,Roundabout
Pedestrian,Female,50,NotApplicable,NotFatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,1,3 Country,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,Stop Sign
Driver,Male,18,Driver,NotFatal,Worn,Small,Provisional 1 ,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,20,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,90,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,62,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
Driver,Female,39.88915925,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,3,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Male,45,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Traffic Signals
